ID,AGENCY,REGULATION,DAYS,HOURS,HRS_BEGIN,HRS_END,REGDETAILS,MODIFIED,EDITOR,RPPAREA1,RPPAREA2,RPPAREA3,FID_100,LENGTH_FT,CONFLICT,ENACTED,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,HRLIMIT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,RPP_SYM,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,SYM_RPP2,GLOBALID,EXCEPTIONS,FROM_TIME,TO_TIME,shape
0,,Time limited,M-F,800-1800,800,1800,,,,P,,,7985,180,0,,,,,,2.0,,,MTA,20170513001325,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.44193 37.781418, -122.441414 37.781143))"
0,,Time limited,M-Sa,800-2100,800,2100,,,,A,,,4334,193,0,,,,,,2.0,,,MTA,20170513001738,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.40858 37.80141, -122.40923 37.801327))"
0,,Time limited,M-F,800-1900,800,1900,,,,A,C,,4699,138,0,,,,,,2.0,,,MTA,20170513001450,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1900",,Yes. RPP holders are exempt from time limits.,8am,7pm,"MULTILINESTRING ((-122.41686 37.796467, -122.41679 37.796093))"
0,,Time limited,M-F,900-1800,900,1800,,20141231000000,Mark C. Dreger,N,,,1752,598,0,,,,,,2.0,,,MTA,20170513001314,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,Yes. RPP holders are exempt from time limits.,9am,6pm,"MULTILINESTRING ((-122.46954 37.778732, -122.46942 37.777092))"
0,,Time limited,M-F,900-1800,900,1800,,20150108000000,Mark C. Dreger,N,,,3077,273,0,,,,,,2.0,,,MTA,20170513001315,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,Yes. RPP holders are exempt from time limits.,9am,6pm,"MULTILINESTRING ((-122.47411 37.78177, -122.47406 37.78102))"
0,,Time limited,M-F,800-1800,800,1800,,,,O,,,7692,236,0,,,,,,2.0,,,MTA,20170513001314,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.47315 37.73935, -122.47233 37.739388))"
0,,Time limited,M-F,700-1900,700,1900,,20150108000000,Mark C. Dreger,J,,,2272,290,0,,,,,,2.0,,,MTA,20170513001450,"leaf green, 2.5 pt, no dash",,,,"leaf green, 2.5 pt, no dash | 2, M-F, 700-1900",,Yes. RPP holders are exempt from time limits.,7am,7pm,"MULTILINESTRING ((-122.448 37.7626, -122.447845 37.761814))"
0,,Time limited,M-F,800-1800,800,1800,,20150324000000,Mark C. Dreger,Q,,,1620,404,0,,,,,,2.0,,,MTA,20170513001326,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.441154 37.77557, -122.43978 37.775745))"
0,,Time limited,M-Sa,800-2100,800,2100,,,,A,,,4288,120,0,,,,,,2.0,,,MTA,20170513001728,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.41106 37.802055, -122.410645 37.802105))"
0,,Time limited,M-Sa,800-1800,800,1800,"MM. ESTABLISH – 4-HOUR TIME LIMIT, 8 AM TO 6 PM, EXCEPT SUNDAYS",20160718000000,Arty Zhang,,,,408,255,0,4/5/2016,,,mta,20160718000000,0.0,,,MTA,20170513001337,,,16-036,,,,None. Regulation applies to all vehicles.,8am,6pm,"MULTILINESTRING ((-122.40214 37.769768, -122.40208 37.769066))"
0,,No oversized vehicles,M-Su,2400-600,2400,600,Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet,18991230000000,,,,,0,42,1,May 2013,,,mta,20150917000000,0.0,,,MTA,20170513000915,,,,,,,Yes. Typical passenger vehicles are exempt.,12am,6am,"MULTILINESTRING ((-122.48569 37.748257, -122.485695 37.74837))"
0,,Time limited,M-Sa,800-2100,800,2100,,,,C,,,4857,176,0,,,,,,2.0,,,MTA,20170513001731,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.40723 37.791195, -122.40713 37.79072))"
0,,Time limited,M-F,800-1800,800,1800,,,,O,,,7742,1059,0,,,,,,2.0,,,MTA,20170513001314,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.46366 37.742836, -122.46359 37.742844, -122.46347 37.742794, -122.4631 37.74263, -122.46272 37.742466, -122.46248 37.74236, -122.46221 37.74224, -122.462036 37.742146, -122.46177 37.741966, -122.4616 37.74182, -122.46144 37.741646, -122.46133 37.7415, -122.46122 37.74131, -122.46116 37.74118, -122.46111 37.741043, -122.461105 37.740963))"
0,,Time limited,M-Sa,800-2100,800,2100,,20100609000000,Mark C. Dreger,A,,,0,106,0,,,,,,2.0,,,MTA,20170513001729,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.40667 37.8044, -122.40661 37.80411))"
0,,Time limited,M-F,700-1800,700,1800,,,,,,,4024,416,0,,,,mta,20150917000000,4.0,,,MTA,20170513001315,,,,,,,None. Regulation applies to all vehicles.,7am,6pm,"MULTILINESTRING ((-122.46812 37.768574, -122.46778 37.76838, -122.46751 37.768238, -122.46732 37.76814, -122.46694 37.767918))"
0,,Time limited,M-F,800-1800,800,1800,,,,J,,,6597,266,0,,,,,,2.0,,,MTA,20170513001327,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.46415 37.765144, -122.4642 37.765873))"
0,,Time limited,M-F,800-1800,800,1800,,,,M,,,7359,273,0,,,,,,2.0,,,MTA,20170513001335,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.44479 37.801537, -122.44464 37.800797))"
0,,Time limited,M-F,800-1700,800,1700,,,,J,,,6460,246,0,,,,,,2.0,,,MTA,20170513001132,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,Yes. RPP holders are exempt from time limits.,8am,5pm,"MULTILINESTRING ((-122.45098 37.763924, -122.45112 37.764587))"
0,,Time limited,M-Sa,800-2100,800,2100,,,,A,,,4416,259,0,,,,,,2.0,,,MTA,20170513001726,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.41512 37.79963, -122.41424 37.799744))"
0,,Time limited,M-F,700-1800,700,1800,,,,,,,4022,577,0,,,,mta,20150917000000,4.0,,,MTA,20170513001328,,,,,,,None. Regulation applies to all vehicles.,7am,6pm,"MULTILINESTRING ((-122.466324 37.76649, -122.466385 37.76692, -122.46644 37.767235, -122.46651 37.76756, -122.46656 37.76772, -122.46664 37.76787, -122.46676 37.768005, -122.46675 37.767998))"
0,,Time limited,M-Sa,800-2100,800,2100,,,,A,,,4197,406,0,,,,,,2.0,,,MTA,20170513001727,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.41416 37.800716, -122.41277 37.800888))"
0,,No oversized vehicles,M-Su,2400-600,2400,600,Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet,18991230000000,,,,,0,1878,1,May 2013,,,mta,20150917000000,0.0,,,MTA,20170513000915,,,,,,,Yes. Typical passenger vehicles are exempt.,12am,6am,"MULTILINESTRING ((-122.461586 37.751522, -122.461395 37.751663, -122.46126 37.75173, -122.46096 37.751846, -122.46067 37.75188, -122.45918 37.752003, -122.45896 37.752, -122.45869 37.751945, -122.45785 37.75171, -122.457115 37.751484, -122.45675 37.751488, -122.45657 37.75151, -122.45642 37.751564, -122.45632 37.751617, -122.45619 37.751747, -122.456116 37.75186, -122.45606 37.752, -122.45605 37.75215, -122.456055 37.752308))"
0,,Time limited,M-F,800-1800,800,1800,,,,E,,,5307,200,0,,,,,,1.0,,,MTA,20170513001301,"black, 2.5 pt, dash 1:1, interval 2",,,,"black, 2.5 pt, dash 1:1, interval 2 | 1, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.47712 37.720016, -122.47665 37.719612))"
0,,Time limited,M-Sa,700-1800,700,1800,12-119,20151112000000,Arty Zhang,,,,553,415,0,9/18/2012,,,mta,20151113000000,2.0,,,MTA,20170513001258,,,12-119,,,,None. Regulation applies to all vehicles.,7am,6pm,"MULTILINESTRING ((-122.412994 37.769638, -122.41296 37.769627, -122.41156 37.769585))"
0,,No oversized vehicles,M-Su,2400-600,2400,600,Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet,18991230000000,,,,,0,69,1,May 2013,,,mta,20150917000000,0.0,,,MTA,20170513000914,,,,,,,Yes. Typical passenger vehicles are exempt.,12am,6am,"MULTILINESTRING ((-122.49415 37.740433, -122.49391 37.740444))"
0,,Time limited,M-F,800-1800,800,1800,,,,L,,,7055,143,0,,,,,,2.0,,,MTA,20170513001312,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.448006 37.780117, -122.44752 37.78018))"
0,,Time limited,M-F,900-1800,900,1800,,,,N,,,7508,564,0,,,,,,2.0,,,MTA,20170513001327,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,Yes. RPP holders are exempt from time limits.,9am,6pm,"MULTILINESTRING ((-122.465805 37.786488, -122.4657 37.784943))"
0,,Time Limited,M-Sat,800-1800,800,1800,4-Hour TIme limit,,,,,,1309,396,2,April 2017,,,mta,,4.0,,,JOELMANDELLA,20180321015104,,20170404000000,170404-037,,,,,8am,6pm,"MULTILINESTRING ((-122.39887 37.766182, -122.398766 37.7651))"
0,,Time limited,M-F,800-2100,800,2100,,,,S,,,8289,133,0,,,,,,2.0,,,MTA,20170513001730,"black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.4287 37.771458, -122.42878 37.77182))"
0,,Time limited,M-F,800-1800,800,1800,,,,J,,,6612,280,0,,,,,,2.0,,,MTA,20170513001302,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.461945 37.764324, -122.462006 37.76509))"
0,,Time limited,M-F,800-1800,800,1800,,,,E,,,5258,168,0,,,,,,2.0,,,MTA,20170513001325,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.48283 37.719063, -122.48225 37.719048))"
0,,Time limited,M-F,800-1700,800,1700,,,,J,,,6526,583,0,,,,,,2.0,,,MTA,20170513001132,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,Yes. RPP holders are exempt from time limits.,8am,5pm,"MULTILINESTRING ((-122.46452 37.754917, -122.46463 37.756516))"
0,,Time limited,M-F,900-1800,900,1800,,,,N,,,7587,245,0,,,,,,2.0,,,MTA,20170513001325,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,Yes. RPP holders are exempt from time limits.,9am,6pm,"MULTILINESTRING ((-122.46443 37.784737, -122.463585 37.78478))"
0,,Time limited,M-F,800-1800,800,1800,,,,F,,,5514,696,0,,,,,,2.0,,,MTA,20170513001259,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.45576 37.785988, -122.45562 37.78408))"
0,,Time limited,M-F,800-1800,800,1800,,,,G,,,5656,355,0,,,,,,2.0,,,MTA,20170513001325,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.42866 37.79056, -122.427444 37.790714))"
0,,Time limited,M-F,800-1800,800,1800,,,,Z,,,9554,283,0,,,,,,2.0,,,MTA,20170513001302,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.42254 37.750423, -122.421555 37.750484))"
0,,Time limited,M-F,800-1500,800,1500,,20150106000000,Mark C. Dreger,T,,,8811,255,0,,,,,,2.0,,,MTA,20170513001027,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1500",,Yes. RPP holders are exempt from time limits.,8am,3pm,"MULTILINESTRING ((-122.46229 37.750896, -122.462234 37.75087, -122.4622 37.75082, -122.462135 37.75076, -122.46206 37.750713, -122.46199 37.75065, -122.46195 37.750572, -122.461945 37.75049, -122.461975 37.750416, -122.462006 37.750374, -122.46206 37.75033))"
0,,Time limited,M-F,800-2100,800,2100,,,,S,,,8421,232,0,,,,,,2.0,,,MTA,20170513001740,"black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.42832 37.76203, -122.42826 37.7614))"
0,,Time limited,M-Su,800-2100,800,2100,,20150109000000,Mark C. Dreger,G,,,621,758,0,,,,,,2.0,,,MTA,20170513001728,"malachite green, 2.5 pt, no dash",,,,"malachite green, 2.5 pt, no dash | 2, M-Su, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.428 37.785866, -122.42541 37.78619))"
0,,No oversized vehicles,M-Su,2400-600,2400,600,Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet,18991230000000,,,,,0,68,1,May 2013,,,mta,20150917000000,0.0,,,MTA,20170513000915,,,,,,,Yes. Typical passenger vehicles are exempt.,12am,6am,"MULTILINESTRING ((-122.495445 37.75909, -122.49521 37.759094))"
0,,Time limited,M-F,800-1800,800,1800,,,,O,,,7775,762,0,,,,,,2.0,,,MTA,20170513001301,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.465935 37.743427, -122.46595 37.743362, -122.46658 37.741867, -122.46671 37.741573, -122.46677 37.74146, -122.46678 37.741447))"
0,,No oversized vehicles,M-Su,2400-600,2400,600,Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet,,,,,,3149,394,2,March 2014,,,mta,20150917000000,0.0,,,MTA,20170513000914,,,,,,,Yes. Typical passenger vehicles are exempt.,12am,6am,"MULTILINESTRING ((-122.38894 37.753944, -122.38883 37.752865))"
0,,Time limited,M-F,800-1800,800,1800,,,,K,,,6757,415,0,,,,,,3.0,,,MTA,20170513001311,"lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.44363 37.795994, -122.44221 37.796173))"
0,,Time limited,M-F,800-1800,800,1800,,,,L,,,7043,394,0,,,,,,2.0,,,MTA,20170513001324,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.44908 37.78206, -122.44886 37.780987))"
0,,Time limited,M-F,800-2100,800,2100,,,,S,,,8316,251,0,,,,,,2.0,,,MTA,20170513001739,"black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.43118 37.769245, -122.43033 37.7693, -122.430336 37.7693, -122.43034 37.7693))"
0,,Time limited,M-F,800-1800,800,1800,,,,X,,,9353,312,0,,,,,,2.0,,,MTA,20170513001258,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.39777 37.764732, -122.3977 37.763878))"
0,,Time limited,M-F,800-2100,800,2100,,,,S,,,8161,556,0,,,,,,2.0,,,MTA,20170513001740,"black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.43652 37.76737, -122.43667 37.768894))"
0,,Time limited,M-F,900-1800,900,1800,,,,N,,,7430,589,0,,,,,,2.0,,,MTA,20170513001323,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,Yes. RPP holders are exempt from time limits.,9am,6pm,"MULTILINESTRING ((-122.472916 37.78082, -122.47303 37.782433))"
0,,Time limited,M-F,800-1800,800,1800,,,,E,,,5291,119,0,,,,,,2.0,,,MTA,20170513001303,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.47644 37.716274, -122.47619 37.716534))"
0,,Time limited,M-F,800-1800,800,1800,,,,M,,,7139,338,0,,,,,,2.0,,,MTA,20170513001339,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.42954 37.801723, -122.42839 37.801872))"
0,,Time limited,M-F,800-1800,800,1800,,,,M,,,7263,545,0,,,,,,2.0,,,MTA,20170513001315,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.43889 37.804, -122.43889 37.80398, -122.43887 37.803955, -122.43885 37.803932, -122.43881 37.80391, -122.43737 37.80313))"
0,,No oversized vehicles,M-Su,2400-600,2400,600,Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet,18991230000000,,,,,0,66,1,May 2013,,,mta,20150917000000,0.0,,,MTA,20170513000914,,,,,,,Yes. Typical passenger vehicles are exempt.,12am,6am,"MULTILINESTRING ((-122.49528 37.74787, -122.495056 37.747875))"
0,,Time limited,M-F,800-1800,800,1800,,,,M,,,7270,419,0,,,,,,2.0,,,MTA,20170513001326,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.43941 37.803955, -122.43935 37.803665, -122.43931 37.80345, -122.43929 37.803406, -122.43928 37.803352, -122.43925 37.803295, -122.43921 37.803238, -122.439156 37.803177, -122.43912 37.80314, -122.439064 37.803093, -122.43899 37.803047, -122.43896 37.803024, -122.43895 37.80301, -122.43894 37.802975, -122.43893 37.80291))"
0,,Time limited,M-F,800-1700,800,1700,,,,S,,,8078,500,0,,,,,,2.0,,,MTA,20170513001133,"leaf green, 2.0 pt, no dash",,,,"leaf green, 2.0 pt, no dash | 2, M-F, 800-1700",,Yes. RPP holders are exempt from time limits.,8am,5pm,"MULTILINESTRING ((-122.44284 37.76168, -122.44265 37.761707, -122.44222 37.761635, -122.44196 37.761627, -122.441124 37.761566))"
0,,Time limited,M-Sa,800-2100,800,2100,,,,C,,,4963,266,0,,,,,,2.0,,,MTA,20170513001738,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.41269 37.792458, -122.412544 37.791737))"
0,,Time limited,M-Sa,700-1800,700,1800,,,,,,,4053,125,0,,,,mta,20150917000000,1.0,,,MTA,20170513001303,,,,,,,None. Regulation applies to all vehicles.,7am,6pm,"MULTILINESTRING ((-122.412674 37.767212, -122.412704 37.76711, -122.412674 37.766872))"
0,,Time limited,M-F,800-1800,800,1800,,20150107000000,Mark C. Dreger,I,Z,,1838,135,0,,,,,,2.0,,,MTA,20170513001303,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.42417 37.75516, -122.423706 37.755188))"
0,,Time limited,M-F,800-1800,800,1800,,,,Z,,,9516,542,0,,,,,,2.0,,,MTA,20170513001301,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.427086 37.75015, -122.42522 37.750263))"
0,,Time limited,M-F,800-1800,800,1800,,,,F,G,,5976,336,0,,,,,,2.0,,,MTA,20170513001324,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.44703 37.789135, -122.44588 37.78928))"
0,,Time limited,M-Sa,700-1800,700,1800,,20150106000000,Mark C. Dreger,,,,3952,541,0,,,,mta,20150917000000,2.0,,,MTA,20170513001312,,,,,,,None. Regulation applies to all vehicles.,7am,6pm,"MULTILINESTRING ((-122.46183 37.749058, -122.46155 37.74906, -122.461266 37.749065, -122.46098 37.749065, -122.46069 37.749054, -122.46041 37.748985, -122.46025 37.748913, -122.46012 37.748833, -122.46006 37.748783))"
0,,Time limited,M-F,800-1800,800,1800,,,,M,,,7367,188,0,,,,,,2.0,,,MTA,20170513001303,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.44413 37.79987, -122.44349 37.799953))"
0,,Time limited,M-F,900-1800,900,1800,,,,N,,,7533,473,0,,,,,,2.0,,,MTA,20170513001258,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,Yes. RPP holders are exempt from time limits.,9am,6pm,"MULTILINESTRING ((-122.46218 37.782814, -122.46209 37.781517))"
0,,Time limited,M-F,800-1800,800,1800,,,,Z,,,9537,107,0,,,,,,2.0,,,MTA,20170513001311,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.42352 37.753487, -122.42315 37.753506))"
0,,Time limited,M-F,800-1800,800,1800,,,,K,,,6811,130,0,,,,,,2.0,,,MTA,20170513001323,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.43747 37.798252, -122.4374 37.7979))"
0,,Time limited,M-F,800-2100,800,2100,,,,S,,,8202,162,0,,,,,,2.0,,,MTA,20170513001730,"black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.43304 37.769287, -122.43247 37.769325))"
0,,Time limited,M-Sa,800-2100,800,2100,,,,A,,,4213,174,0,,,,,,2.0,,,MTA,20170513001730,"black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,Yes. RPP holders are exempt from time limits.,8am,9pm,"MULTILINESTRING ((-122.41463 37.802757, -122.41472 37.80323))"
0,,Time limited,M-F,800-1800,800,1800,,20150108000000,Mark C. Dreger,J,,,2289,229,0,,,,,,2.0,,,MTA,20170513001325,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.44902 37.761555, -122.4489 37.760937))"
0,,Time limited,M-F,800-1800,800,1800,,,,M,,,7353,268,0,,,,,,2.0,,,MTA,20170513001311,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.44364 37.803593, -122.4435 37.802864))"
0,,Time limited,M-F,800-1800,800,1800,,,,W,,,9345,188,0,,,,,,1.0,,,MTA,20170513001336,"black, 2.5 pt, dash 1:1, interval 2",,,,"black, 2.5 pt, dash 1:1, interval 2 | 1, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.40235 37.75446, -122.4017 37.7545))"
0,,Time limited,M-F,800-1900,800,1900,,,,A,C,,4786,265,0,,,,,,2.0,,,MTA,20170513001450,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1900",,Yes. RPP holders are exempt from time limits.,8am,7pm,"MULTILINESTRING ((-122.41889 37.79814, -122.41875 37.797424))"
0,,Time limited,M-F,800-1800,800,1800,,,,P,,,7919,202,0,,,,,,2.0,,,MTA,20170513001323,"anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.43846 37.782627, -122.43777 37.782715))"
0,,Time limited,M-F,800-1800,800,1800,,,,W,,,9301,541,0,,,,,,1.0,,,MTA,20170513001312,"black, 2.5 pt, dash 1:1, interval 2",,,,"black, 2.5 pt, dash 1:1, interval 2 | 1, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.40399 37.75024, -122.40413 37.751724))"
0,,Time limited,M-Sa,800-1800,800,1800,,,,,,,3707,236,0,,,,mta,20150917000000,1.0,,,MTA,20170513001325,,,,,,,None. Regulation applies to all vehicles.,8am,6pm,"MULTILINESTRING ((-122.43941 37.71554, -122.4387 37.71522))"
0,,Time limited,M-F,800-1800,800,1800,,,,K,,,6887,275,0,,,,,,2.0,,,MTA,20170513001315,"lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,Yes. RPP holders are exempt from time limits.,8am,6pm,"MULTILINESTRING ((-122.42755 37.799915, -122.4274 37.799168))"
